Data File Name,2100 expert_Eukaryote Total RNA Nano_DE34903660_2010-08-09_10-18-01.xad
Data File Path,S:\Genomics\Microarray\BioAnalyzerData\2100_Data_from_old_PC_03302011\data\ARP\2010-08-09
Date Created,"Monday, August 09, 2010 3:18:01 PM"
Date Last Modified,"Monday, August 09, 2010 3:41:59 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,Eukaryote Total RNA Nano Series II
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\RNA
Assay Title,Eukaryote Total RNA Nano
Assay Version,2.6
 
Number of Samples Run,12
 
Sample Name,-GFP dJARID2 M 7-30
Number of Events,1060
 
Time,Value
17,-6.671173E-03
17.05,9.509404E-03
17.1,1.843967E-02
17.15,4.208939E-02
17.2,5.734887E-02
17.25,7.445429E-02
17.3,8.773011E-02
17.35,7.203941E-02
17.4,0.0565929
17.45,2.760795E-02
17.5,0.0125993
17.55,1.485443E-02
17.6,-3.088625E-03
17.65,-1.354639E-02
17.7,-4.990116E-03
17.75,-3.918126E-03
17.8,3.452668E-03
17.85,-6.153036E-04
17.9,8.866103E-05
17.95,7.052851E-03
18,-5.207062E-03
18.05,2.205353E-02
18.1,2.032149E-02
18.15,-0.0100687
18.2,-4.204403E-03
18.25,6.688503E-03
18.3,0.0091914
18.35,5.981311E-03
18.4,-4.282332E-04
18.45,2.412638E-03
18.5,-2.643089E-02
18.55,-3.299863E-02
18.6,-3.114987E-02
18.65,-3.255992E-02
18.7,-2.588833E-02
18.75,-1.356489E-02
18.8,-3.83649E-03
18.85,1.166597E-02
18.9,2.872696E-02
18.95,3.945565E-02
19,3.733907E-02
19.05,2.925018E-02
19.1,1.345302E-02
19.15,-1.469959E-03
19.2,-4.689931E-03
19.25,4.498968E-03
19.3,1.419149E-02
19.35,1.723252E-02
19.4,2.225828E-02
19.45,0.0251965
19.5,2.201837E-02
19.55,2.486838E-02
19.6,2.760207E-02
19.65,4.222671E-02
19.7,4.377808E-02
19.75,3.931628E-02
19.8,2.893448E-02
19.85,3.131582E-02
19.9,1.734248E-02
19.95,1.182236E-02
20,3.487327E-03
20.05,1.516004E-02
20.1,2.832315E-02
20.15,6.246206E-02
20.2,7.665924E-02
20.25,7.953644E-02
20.3,3.626469E-02
20.35,1.015163E-02
20.4,-2.66825E-04
20.45,1.550744E-02
20.5,3.050763E-02
20.55,5.717492E-02
20.6,5.641537E-02
20.65,4.337242E-02
20.7,3.806112E-02
20.75,2.424758E-02
20.8,-2.149191E-03
20.85,-2.589387E-02
20.9,-2.976796E-02
20.95,-2.015035E-02
21,-2.060246E-02
21.05,-3.214718E-02
21.1,-2.785487E-02
21.15,-2.238211E-02
21.2,-1.078035E-02
21.25,2.293674E-03
21.3,1.251046E-02
21.35,1.054494E-02
21.4,2.496379E-03
21.45,-5.317922E-03
21.5,-1.666753E-02
21.55,-3.644596E-02
21.6,-0.0457215
21.65,-1.679887E-02
21.7,1.428375E-02
21.75,4.462478E-02
21.8,5.088531E-02
21.85,0.0435464
21.9,1.316061E-02
21.95,-1.214999E-02
22,-7.328558E-03
22.05,-6.690216E-03
22.1,-3.022868E-02
22.15,-4.561337E-02
22.2,8.467918E-02
22.25,0.7982008
22.3,2.560381
22.35,5.411279
22.4,8.645088
22.45,11.09563
22.5,11.87296
22.55,10.73511
22.6,8.272893
22.65,5.460652
22.7,3.141212
22.75,1.601568
22.8,0.7391083
22.85,0.310087
22.9,0.1452516
22.95,8.247943E-02
23,3.749309E-02
23.05,1.948969E-02
23.1,2.723929E-02
23.15,0.0564952
23.2,6.433334E-02
23.25,6.102868E-02
23.3,5.449392E-02
23.35,4.835037E-02
23.4,4.427168E-02
23.45,3.268643E-02
23.5,3.216269E-02
23.55,3.903989E-02
23.6,4.389781E-02
23.65,5.843484E-02
23.7,6.625342E-02
23.75,6.459296E-02
23.8,4.895929E-02
23.85,0.0424028
23.9,0.0600375
23.95,7.851297E-02
24,8.814121E-02
24.05,9.607608E-02
24.1,9.582028E-02
24.15,9.263378E-02
24.2,7.921287E-02
24.25,5.866483E-02
24.3,0.0366478
24.35,8.890344E-03
24.4,2.756659E-03
24.45,1.461094E-02
24.5,2.752877E-02
24.55,4.266834E-02
24.6,4.975678E-02
24.65,4.811852E-02
24.7,4.288694E-02
24.75,2.683258E-02
24.8,2.519685E-02
24.85,9.387393E-03
24.9,1.954794E-02
24.95,3.203766E-02
25,4.155815E-02
25.05,0.0402217
25.1,3.237609E-02
25.15,1.453746E-02
25.2,8.159399E-03
25.25,8.514288E-03
25.3,3.012207E-02
25.35,0.0422383
25.4,5.397806E-02
25.45,8.097053E-02
25.5,0.1093649
25.55,0.1162251
25.6,0.133663
25.65,0.1510638
25.7,0.165824
25.75,0.1652958
25.8,0.1578867
25.85,0.1609616
25.9,0.1550831
25.95,0.1609959
26,0.1815103
26.05,0.1977016
26.1,0.2155621
26.15,0.240092
26.2,0.2525303
26.25,0.2473614
26.3,0.2330841
26.35,0.2179919
26.4,0.2076407
26.45,0.2046898
26.5,0.2137615
26.55,0.2153473
26.6,0.2117334
26.65,0.2186864
26.7,0.2470496
26.75,0.2912779
26.8,0.3355488
26.85,0.3595236
26.9,0.354973
26.95,0.3216125
27,0.2842865
27.05,0.2309038
27.1,0.2044947
27.15,0.1659282
27.2,0.149591
27.25,0.1246127
27.3,9.348615E-02
27.35,7.864562E-02
27.4,7.693616E-02
27.45,7.518394E-02
27.5,7.543726E-02
27.55,7.601725E-02
27.6,8.934875E-02
27.65,8.636163E-02
27.7,9.234122E-02
27.75,0.1073624
27.8,0.1158375
27.85,0.1071215
27.9,7.964203E-02
27.95,5.466123E-02
28,3.842872E-02
28.05,3.622427E-02
28.1,4.757962E-02
28.15,6.978506E-02
28.2,8.658526E-02
28.25,8.181538E-02
28.3,8.522393E-02
