Data File Name,2100 expert_Eukaryote Total RNA Nano_DE34903660_2010-08-09_10-18-01.xad
Data File Path,S:\Genomics\Microarray\BioAnalyzerData\2100_Data_from_old_PC_03302011\data\ARP\2010-08-09
Date Created,"Monday, August 09, 2010 3:18:01 PM"
Date Last Modified,"Monday, August 09, 2010 3:41:59 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,Eukaryote Total RNA Nano Series II
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\RNA
Assay Title,Eukaryote Total RNA Nano
Assay Version,2.6
 
Number of Samples Run,12
 
Sample Name,+GFP dJARID2 Mi 7-23
Number of Events,1060
 
Time,Value
17,4.470174E-02
17.05,3.067259E-02
17.1,2.853605E-02
17.15,3.912159E-02
17.2,4.752443E-02
17.25,4.079694E-02
17.3,2.465862E-02
17.35,3.144262E-02
17.4,3.915333E-02
17.45,3.359167E-02
17.5,2.551399E-02
17.55,2.026831E-02
17.6,2.684719E-02
17.65,4.361611E-02
17.7,0.0678187
17.75,7.369647E-02
17.8,5.667425E-02
17.85,4.067104E-02
17.9,2.777732E-02
17.95,3.486023E-02
18,4.822225E-02
18.05,3.652402E-02
18.1,1.173636E-02
18.15,-1.914171E-02
18.2,-1.977199E-02
18.25,-1.176008E-02
18.3,-1.067907E-02
18.35,1.096889E-02
18.4,-2.443359E-03
18.45,-2.185287E-02
18.5,-2.043548E-02
18.55,-7.079773E-03
18.6,9.623312E-04
18.65,7.363563E-03
18.7,2.432867E-02
18.75,3.550586E-02
18.8,2.394297E-02
18.85,1.060602E-02
18.9,5.115676E-03
18.95,-2.316261E-02
19,-2.717033E-02
19.05,-1.125275E-02
19.1,6.372576E-03
19.15,1.254854E-02
19.2,1.503057E-02
19.25,2.305217E-02
19.3,2.553559E-02
19.35,2.884717E-02
19.4,3.750332E-02
19.45,2.711411E-02
19.5,3.325199E-03
19.55,-1.065484E-02
19.6,-2.322535E-03
19.65,7.692517E-03
19.7,8.364718E-03
19.75,1.980726E-02
19.8,2.665054E-02
19.85,2.308794E-02
19.9,2.072273E-02
19.95,3.134987E-02
20,3.387789E-02
20.05,2.834398E-02
20.1,2.841617E-02
20.15,3.547768E-02
20.2,2.665963E-02
20.25,1.796306E-02
20.3,1.939395E-02
20.35,2.975926E-02
20.4,2.507632E-02
20.45,1.129525E-02
20.5,-9.565999E-03
20.55,-2.857083E-02
20.6,-3.685067E-02
20.65,-2.432391E-02
20.7,2.65969E-03
20.75,-1.420336E-03
20.8,3.719919E-04
20.85,-1.788312E-02
20.9,-4.073604E-02
20.95,-5.509923E-02
21,-0.0420246
21.05,-2.773828E-02
21.1,-1.790427E-02
21.15,-1.537142E-02
21.2,-6.812072E-03
21.25,-1.139536E-02
21.3,-1.729274E-02
21.35,-2.066036E-02
21.4,-0.0107724
21.45,-1.614655E-02
21.5,-1.238574E-02
21.55,4.35117E-03
21.6,-5.708633E-03
21.65,-4.113925E-02
21.7,-7.212744E-02
21.75,-7.598444E-02
21.8,-7.369376E-02
21.85,-6.670208E-02
21.9,-4.611918E-02
21.95,-6.088719E-02
22,-7.529071E-02
22.05,-6.307975E-02
22.1,-5.795059E-02
22.15,-8.583555E-02
22.2,3.154556E-02
22.25,0.7130013
22.3,2.424868
22.35,5.244332
22.4,8.586061
22.45,11.35421
22.5,12.45513
22.55,11.45988
22.6,8.972343
22.65,5.979351
22.7,3.399528
22.75,1.677372
22.8,0.7405506
22.85,0.3202524
22.9,0.1778479
22.95,0.1245874
23,8.646046E-02
23.05,5.976925E-02
23.1,3.350422E-02
23.15,6.334123E-03
23.2,-2.256609E-02
23.25,-2.649311E-02
23.3,-2.427789E-02
23.35,-2.555205E-02
23.4,-6.074307E-03
23.45,2.217729E-02
23.5,3.147606E-02
23.55,1.957324E-02
23.6,3.385802E-03
23.65,-0.0121813
23.7,-2.794083E-02
23.75,-3.340088E-02
23.8,-3.305728E-02
23.85,-3.317842E-02
23.9,-8.852432E-03
23.95,-2.395603E-03
24,1.282833E-02
24.05,7.11678E-03
24.1,-1.304109E-02
24.15,-2.408177E-02
24.2,-3.696692E-02
24.25,-1.406936E-02
24.3,1.104734E-03
24.35,-6.404147E-03
24.4,-9.239814E-03
24.45,-0.0170685
24.5,-1.625105E-02
24.55,-7.560023E-03
24.6,-1.61794E-03
24.65,1.577514E-02
24.7,-1.370507E-03
24.75,-2.779888E-02
24.8,-3.175325E-02
24.85,-4.456886E-04
24.9,1.400859E-02
24.95,1.524834E-02
25,1.565358E-02
25.05,-5.896872E-03
25.1,-2.021513E-02
25.15,-1.045441E-02
25.2,0.014423
25.25,2.739122E-02
25.3,2.760626E-02
25.35,2.784686E-02
25.4,2.158786E-02
25.45,2.351529E-02
25.5,5.359694E-02
25.55,9.087481E-02
25.6,0.134025
25.65,0.168747
25.7,0.1794266
25.75,0.1776756
25.8,0.1735751
25.85,0.178284
25.9,0.1864973
25.95,0.1975518
26,0.196185
26.05,0.1809769
26.1,0.189026
26.15,0.2107833
26.2,0.2338435
26.25,0.2565681
26.3,0.253039
26.35,0.2554603
26.4,0.2634037
26.45,0.268292
26.5,0.2660159
26.55,0.2711744
26.6,0.3485274
26.65,0.4152563
26.7,0.4739271
26.75,0.5433118
26.8,0.569613
26.85,0.5500712
26.9,0.5077614
26.95,0.4742739
27,0.4300118
27.05,0.3430647
27.1,0.2583073
27.15,0.163542
27.2,8.929619E-02
27.25,3.918507E-02
27.3,2.316487E-02
27.35,3.217106E-02
27.4,2.665852E-02
27.45,1.514852E-02
27.5,-4.802381E-03
27.55,-7.210585E-03
27.6,-1.687364E-03
27.65,-7.857738E-03
27.7,2.11687E-03
27.75,1.035144E-02
27.8,2.513179E-02
27.85,5.441471E-02
27.9,8.782293E-02
27.95,0.1104222
28,8.976369E-02
28.05,0.0581206
