Data File Name,2100 expert_Eukaryote Total RNA Nano_DE34903660_2010-08-09_10-18-01.xad
Data File Path,S:\Genomics\Microarray\BioAnalyzerData\2100_Data_from_old_PC_03302011\data\ARP\2010-08-09
Date Created,"Monday, August 09, 2010 3:18:01 PM"
Date Last Modified,"Monday, August 09, 2010 3:41:59 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,Eukaryote Total RNA Nano Series II
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\RNA
Assay Title,Eukaryote Total RNA Nano
Assay Version,2.6
 
Number of Samples Run,12
 
Sample Name,-GFP dJARID2 M 7-29
Number of Events,1060
 
Time,Value
17,4.317341E-02
17.05,2.400682E-02
17.1,2.228161E-02
17.15,3.891303E-02
17.2,4.103633E-02
17.25,4.075516E-02
17.3,3.701768E-02
17.35,1.975532E-02
17.4,1.900839E-02
17.45,3.530104E-02
17.5,5.390456E-02
17.55,5.418961E-02
17.6,3.406142E-02
17.65,2.463343E-02
17.7,3.226253E-03
17.75,-1.297608E-02
17.8,-5.624902E-03
17.85,-1.833429E-02
17.9,-1.662505E-02
17.95,5.478021E-03
18,3.398034E-02
18.05,5.260623E-02
18.1,6.226544E-02
18.15,7.654137E-02
18.2,6.050148E-02
18.25,3.343292E-02
18.3,0.0150287
18.35,-2.801365E-02
18.4,-6.950682E-02
18.45,-8.756797E-02
18.5,-6.892297E-02
18.55,-5.053572E-02
18.6,-2.940462E-02
18.65,-1.737332E-02
18.7,-2.345145E-02
18.75,-2.882248E-02
18.8,-1.475109E-02
18.85,-5.327493E-03
18.9,2.280179E-02
18.95,5.507265E-02
19,6.901909E-02
19.05,5.754843E-02
19.1,4.377247E-02
19.15,3.763521E-02
19.2,2.383454E-02
19.25,1.658215E-02
19.3,8.70514E-03
19.35,-9.051851E-03
19.4,-2.181543E-03
19.45,0.0175765
19.5,3.277958E-02
19.55,4.180675E-02
19.6,4.016889E-02
19.65,4.085375E-02
19.7,4.137597E-02
19.75,5.162111E-02
19.8,7.640369E-02
19.85,0.0709227
19.9,0.0782859
19.95,8.089148E-02
20,7.205234E-02
20.05,5.671212E-02
20.1,3.749306E-02
20.15,2.348524E-02
20.2,0.0180512
20.25,1.000102E-02
20.3,2.961593E-02
20.35,0.0326745
20.4,5.225664E-02
20.45,4.083632E-02
20.5,0.0442665
20.55,3.133973E-02
20.6,3.478722E-02
20.65,4.735157E-02
20.7,0.0539446
20.75,6.204387E-02
20.8,8.962753E-02
20.85,9.578723E-02
20.9,0.1005375
20.95,0.1038229
21,0.1078517
21.05,8.538673E-02
21.1,6.893802E-02
21.15,7.583547E-02
21.2,7.935077E-02
21.25,7.961513E-02
21.3,0.1139489
21.35,0.1593181
21.4,0.1632102
21.45,0.146158
21.5,0.1279214
21.55,0.1034008
21.6,8.899002E-02
21.65,0.1032003
21.7,0.1242122
21.75,0.1200536
21.8,0.1065654
21.85,0.1017567
21.9,0.1106765
21.95,0.108347
22,9.826945E-02
22.05,8.166419E-02
22.1,5.121012E-02
22.15,2.669971E-02
22.2,0.1266209
22.25,0.7272162
22.3,2.339989
22.35,5.074044
22.4,8.365562
22.45,11.06204
22.5,12.19785
22.55,11.32702
22.6,8.939631
22.65,6.022079
22.7,3.498831
22.75,1.783128
22.8,0.8036435
22.85,0.3383643
22.9,0.1980008
22.95,0.1567967
23,0.1396157
23.05,0.1248019
23.1,0.1274368
23.15,0.1424818
23.2,0.1478292
23.25,0.1541468
23.3,0.1556894
23.35,0.1404853
23.4,0.1376347
23.45,0.1413977
23.5,0.1359022
23.55,0.1210897
23.6,0.1074534
23.65,0.100443
23.7,8.656179E-02
23.75,7.438209E-02
23.8,8.839702E-02
23.85,9.919192E-02
23.9,0.1173821
23.95,0.1421533
24,0.1429734
24.05,0.1410532
24.1,0.1272651
24.15,0.1184996
24.2,0.1117637
24.25,8.830352E-02
24.3,8.829004E-02
24.35,9.024797E-02
24.4,0.1190985
24.45,0.1520042
24.5,0.1755993
24.55,0.1869123
24.6,0.1708521
24.65,0.1487323
24.7,0.1141147
24.75,9.493516E-02
24.8,7.827738E-02
24.85,7.469155E-02
24.9,9.295864E-02
24.95,0.1102218
25,0.1269559
25.05,0.1438197
25.1,0.1432424
25.15,0.1433671
25.2,0.1503327
25.25,0.1607326
25.3,0.172361
25.35,0.2045709
25.4,0.2485943
25.45,0.2889538
25.5,0.3215215
25.55,0.3433879
25.6,0.3612462
25.65,0.3690154
25.7,0.3709206
25.75,0.3839059
25.8,0.4009196
25.85,0.4240987
25.9,0.4406049
25.95,0.442487
26,0.4506826
26.05,0.4369316
26.1,0.4347304
26.15,0.4450425
26.2,0.460806
26.25,0.4613591
26.3,0.4447992
26.35,0.4287916
26.4,0.4140429
26.45,0.3802392
26.5,0.3673545
26.55,0.3568482
26.6,0.398522
26.65,0.4918299
26.7,0.6211078
26.75,0.7385722
26.8,0.8233522
26.85,0.8398904
26.9,0.789934
26.95,0.7150836
27,0.6349227
27.05,0.5302596
27.1,0.4331059
27.15,0.34852
27.2,0.2879872
27.25,0.2427775
27.3,0.2246246
27.35,0.2393123
27.4,0.241686
27.45,0.2390157
27.5,0.2208581
27.55,0.1908785
27.6,0.1744182
27.65,0.1709666
27.7,0.1750477
27.75,0.1714359
27.8,0.1625678
27.85,0.1517197
27.9,0.1310435
27.95,0.1203818
28,0.1189401
28.05,0.119995
28.1,0.1368569
28.15,0.1438996
28.2,0.1303466
28.25,0.1258562
28.3,0.1271439
28.35,0.1320951
28.4,0.1502266
28.45,0.1715417
28.5,0.1666964
28.55,0.1447969
28.6,0.1440658
28.65,0.1392945
28.7,0.1216234
28.75,9.773967E-02
28.8,0.1067849
28.85,0.1212316
28.9,0.128019
28.95,0.1460925
29,0.1662546
29.05,0.1718546
29.1,0.1710361
29.15,0.1866709
