Data File Name,2100 expert_Eukaryote Total RNA Nano_DE34903660_2010-08-09_10-18-01.xad
Data File Path,S:\Genomics\Microarray\BioAnalyzerData\2100_Data_from_old_PC_03302011\data\ARP\2010-08-09
Date Created,"Monday, August 09, 2010 3:18:01 PM"
Date Last Modified,"Monday, August 09, 2010 3:41:59 PM"
Version Created,B.02.07.SI532
Version Last Modified,B.02.07.SI532
 
Assay Name,Eukaryote Total RNA Nano Series II
Assay Path,C:\Program Files\Agilent\2100 bioanalyzer\2100 expert\assays\RNA
Assay Title,Eukaryote Total RNA Nano
Assay Version,2.6
 
Number of Samples Run,12
 
Sample Name,ref RNA 50ng/ul
Number of Events,1060
 
Time,Value
17,2.669711E-02
17.05,2.152345E-02
17.1,6.484702E-03
17.15,4.569349E-03
17.2,2.396864E-03
17.25,-1.277822E-02
17.3,-2.648668E-02
17.35,-0.0526687
17.4,-0.0662474
17.45,-7.892153E-02
17.5,-0.0669186
17.55,-3.654022E-02
17.6,-1.937946E-02
17.65,-1.010625E-02
17.7,-2.776264E-03
17.75,6.251175E-03
17.8,7.610738E-03
17.85,1.439175E-02
17.9,0.0269097
17.95,3.938343E-02
18,0.0407753
18.05,0.0414327
18.1,4.331605E-02
18.15,0.048296
18.2,2.228325E-02
18.25,1.643043E-02
18.3,1.486564E-03
18.35,-1.023242E-02
18.4,-9.490429E-03
18.45,1.509443E-03
18.5,7.82008E-03
18.55,2.662495E-03
18.6,-4.439556E-04
18.65,0.0123184
18.7,2.214906E-02
18.75,2.108181E-02
18.8,-7.435576E-03
18.85,-3.712792E-02
18.9,-5.313797E-02
18.95,-4.278727E-02
19,-2.970911E-02
19.05,-1.925455E-02
19.1,-1.934999E-02
19.15,-0.0137718
19.2,-1.90046E-04
19.25,1.664713E-02
19.3,3.200686E-02
19.35,1.867829E-02
19.4,-8.978629E-03
19.45,-2.071717E-02
19.5,2.073126E-03
19.55,9.02172E-03
19.6,1.004929E-02
19.65,1.083093E-02
19.7,2.286365E-03
19.75,-6.152451E-03
19.8,-5.382538E-03
19.85,1.452324E-02
19.9,2.600826E-02
19.95,1.155793E-02
20,1.208883E-02
20.05,-3.53219E-03
20.1,5.090333E-03
20.15,8.598641E-03
20.2,3.446269E-03
20.25,-1.314545E-02
20.3,-3.320268E-02
20.35,-4.786268E-02
20.4,-5.608176E-02
20.45,-4.382059E-02
20.5,-1.743093E-02
20.55,6.507271E-03
20.6,1.755034E-02
20.65,1.811681E-02
20.7,1.068415E-03
20.75,-2.728799E-02
20.8,-4.059879E-02
20.85,-5.142453E-02
20.9,-5.935942E-02
20.95,-4.180272E-02
21,-2.390794E-02
21.05,-1.862583E-02
21.1,-3.311473E-03
21.15,1.165781E-02
21.2,1.175374E-02
21.25,2.273044E-03
21.3,1.251139E-03
21.35,2.840899E-04
21.4,-1.436992E-02
21.45,-2.665531E-02
21.5,-3.649703E-02
21.55,-4.777395E-02
21.6,-5.421454E-02
21.65,-6.504015E-02
21.7,-6.474882E-02
21.75,-6.307732E-02
21.8,-5.244785E-02
21.85,-3.204003E-02
21.9,-1.722216E-02
21.95,-1.001884E-02
22,-1.650858E-02
22.05,-2.904053E-02
22.1,-0.0407345
22.15,-7.254152E-02
22.2,-4.923983E-02
22.25,0.2839068
22.3,1.321742
22.35,3.379203
22.4,6.166789
22.45,8.849265
22.5,10.39426
22.55,10.17896
22.6,8.381928
22.65,5.823651
22.7,3.379431
22.75,1.636274
22.8,0.648469
22.85,0.2039774
22.9,4.367465E-02
22.95,-1.120338E-02
23,-3.761861E-02
23.05,-4.995903E-02
23.1,-4.844204E-02
23.15,-3.094522E-02
23.2,-2.608999E-02
23.25,-0.0205996
23.3,-3.429102E-02
23.35,-4.952923E-02
23.4,-5.051951E-02
23.45,-4.609741E-02
23.5,-3.413713E-02
23.55,-3.000808E-02
23.6,-2.663052E-02
23.65,-1.678281E-02
23.7,-2.292909E-02
23.75,-2.365317E-02
23.8,-1.838915E-02
23.85,-1.250977E-02
23.9,-7.517056E-03
23.95,-1.436141E-02
24,-2.800133E-02
24.05,-4.325629E-02
24.1,-4.535692E-02
24.15,-3.744772E-02
24.2,-2.693814E-02
24.25,-2.040045E-02
24.3,-2.414017E-02
24.35,-2.802246E-02
24.4,-3.688728E-02
24.45,-3.274378E-02
24.5,-4.468604E-02
24.55,-0.0495373
24.6,-4.371601E-02
24.65,-3.759864E-02
24.7,-3.959486E-02
24.75,-3.922653E-02
24.8,-4.141673E-02
24.85,-3.344904E-02
24.9,-8.755085E-03
24.95,9.722694E-04
25,-0.0136509
25.05,-2.401164E-02
25.1,-3.406761E-02
25.15,-3.078349E-02
25.2,-2.110549E-02
25.25,5.274099E-03
25.3,8.345249E-03
25.35,5.746258E-03
25.4,1.077901E-02
25.45,2.306595E-02
25.5,3.242879E-02
25.55,0.0345282
25.6,3.562795E-02
25.65,0.0285955
25.7,1.818106E-02
25.75,1.230359E-02
25.8,1.592367E-02
25.85,2.952037E-02
25.9,4.644011E-02
25.95,5.566415E-02
26,4.215767E-02
26.05,2.292667E-02
26.1,4.539845E-03
26.15,-8.805061E-04
26.2,1.986798E-02
26.25,3.161623E-02
26.3,4.995851E-02
26.35,3.931344E-02
26.4,1.316947E-02
26.45,8.802093E-04
26.5,-8.086974E-03
26.55,1.04599E-03
26.6,3.221883E-02
26.65,6.775729E-02
26.7,0.1202413
26.75,0.168791
26.8,0.2233886
26.85,0.2820556
26.9,0.3145945
26.95,0.3378136
27,0.3468399
27.05,0.322899
27.1,0.3128888
27.15,0.3410546
27.2,0.4246399
27.25,0.5233685
27.3,0.6415849
27.35,0.7176777
27.4,0.7202816
27.45,0.6539667
27.5,0.5605271
27.55,0.4700338
27.6,0.376833
27.65,0.3122649
27.7,0.2606604
27.75,0.1951647
27.8,0.142084
27.85,0.1095762
27.9,8.829934E-02
